Airline,FlightNumber,Origin,Op. days,Equipment,Service type,Seats,Departure time,Hub time,Arrival time,Seats,Service type,Equipment,Op. days,Arrival,FlightNumber,Airline
6E,6527,GOX,12 4567,32N,J,1116,19:20:00,20:45:00,,,,,,,,
,,,,,,,,20:45:00,22:50:00,1302,J,32N,1234567,BBI,6086,6E
6E,6597,VNS,1234567,32Q,J,1624,18:15:00,20:45:00,,,,,,,,
,,,,,,,,20:50:00,22:35:00,70,J,AT7,4,HYD,517,9I
,,,,,,,,20:50:00,23:05:00,558,J,32N, 2 4 67,DMM,863,IX
6E,6922,COK,1234567,32Q,J,1624,19:35:00,20:50:00,,,,,,,,
,,,,,,,,20:50:00,22:25:00,70,J,AT7,1,GOI,547,9I
,,,,,,,,20:50:00,23:05:00,189,J,7M8,2,DMM,863,IX
,,,,,,,,20:50:00,22:45:00,1302,J,32N,1234567,IDR,6743,6E
IX,2017,DED,1234567,7M8,J,1232,17:40:00,20:55:00,,,,,,,,
6E,6163,GOI,67,32A,J,360,19:25:00,20:55:00,,,,,,,,
6E,6163,GOI,12345,32A,J,900,19:25:00,20:55:00,,,,,,,,
AI,2813,DEL,1234567,32N,J,1148,18:00:00,20:55:00,,,,,,,,
S5,195,KLH,    5 7,E75,J,152,19:40:00,21:00:00,,,,,,,,
IX,1982,VNS,1234567,7M8,J,1232,18:25:00,21:00:00,,,,,,,,
,,,,,,,,21:00:00,23:20:00,2478,J,77W,1234567,DXB,567,EK
6E,5034,STV,1234567,32Q,J,1624,19:05:00,21:05:00,,,,,,,,
6E,811,DEL,1234567,32Q,J,1540,18:20:00,21:10:00,,,,,,,,
,,,,,,,,21:10:00,22:10:00,558,J,32N,  3 5 7,IXE,578,6E
,,,,,,,,21:10:00,23:35:00,1116,J,32N,234567,AUH,865,IX
,,,,,,,,21:10:00,23:35:00,180,J,320,1,AUH,865,IX
,,,,,,,,21:10:00,22:10:00,744,J,32N,12 4 6 ,IXE,578,6E
6E,7582,CJB,1234567,AT7,J,546,20:05:00,21:15:00,,,,,,,,
,,,,,,,,21:15:00,22:30:00,1624,J,32Q,1234567,HYD,6784,6E
,,,,,,,,21:15:00,04:40:00,1302,J,32N,1234567,SIN,1005,6E
6E,6432,NAG,1234567,32N,J,1302,19:35:00,21:20:00,,,,,,,,
6E,7239,IXG,1234567,AT7,J,546,19:45:00,21:20:00,,,,,,,,
,,,,,,,,21:20:00,22:45:00,408,J,320,1   5 7,CMB,172,UL
S5,156,HYD,2,E75,J,88,20:05:00,21:20:00,,,,,,,,
9I,518,HYD,1,AT7,J,70,19:35:00,21:20:00,,,,,,,,
6E,285,HYD,1234567,32N,J,1302,20:00:00,21:20:00,,,,,,,,
AI,2487,DEL,1234567,32N,J,1148,18:30:00,21:25:00,,,,,,,,
,,,,,,,,21:30:00,22:45:00,1302,J,32N,1234567,GOX,6526,6E
,,,,,,,,21:30:00,23:35:00,656,J,32N,12 4 6 ,BOM,2642,AI
,,,,,,,,21:30:00,23:35:00,492,J,32N,  3 5 7,BOM,2642,AI
,,,,,,,,21:35:00,22:55:00,232,J,32Q,3,TRV,6628,6E
,,,,,,,,21:35:00,23:50:00,1295,J,7M8,1234567,AMD,1906,QP
,,,,,,,,21:35:00,22:55:00,232,J,32Q,7,TRV,6628,6E
,,,,,,,,21:35:00,22:55:00,464,J,32Q,1    6 ,TRV,6628,6E
,,,,,,,,21:35:00,22:55:00,232,J,32Q,2,TRV,6628,6E
,,,,,,,,21:35:00,22:55:00,232,J,32Q,   4  7,TRV,6628,6E
6E,556,JAI,1234567,32Q,J,1624,19:00:00,21:35:00,,,,,,,,
GF,280,BAH,6,321,J,169,14:05:00,21:35:00,,,,,,,,
GF,280,BAH,12345 7,32Q,J,1152,14:05:00,21:35:00,,,,,,,,
,,,,,,,,21:35:00,22:55:00,232,J,32Q,5,TRV,6628,6E
,,,,,,,,21:40:00,23:25:00,1260,J,32A,1234567,NAG,486,6E
,,,,,,,,21:40:00,23:10:00,1624,J,32Q,1234567,PNQ,528,6E
6E,6251,CCU,  3 5 7,32Q,J,696,19:00:00,21:40:00,,,,,,,,
6E,1092,SIN,1234567,32N,J,1302,19:40:00,21:40:00,,,,,,,,
6E,6251,CCU,12 4 6 ,32Q,J,928,19:00:00,21:40:00,,,,,,,,
6E,5032,BOM,12 4 6 ,32Q,J,880,20:05:00,21:45:00,,,,,,,,
,,,,,,,,21:45:00,23:00:00,696,J,32Q,1  4 6 ,GOI,977,6E
6E,5032,BOM,  3 5 7,32Q,J,660,20:05:00,21:45:00,,,,,,,,
,,,,,,,,21:45:00,23:00:00,232,J,32Q,5,GOI,977,6E
,,,,,,,,21:45:00,23:00:00,232,J,32Q,3,GOI,977,6E
6E,7232,RJA,1234567,AT7,J,546,20:00:00,21:45:00,,,,,,,,
,,,,,,,,21:45:00,23:00:00,232,J,32Q,7,GOI,977,6E
,,,,,,,,21:45:00,23:00:00,232,J,32Q,2,GOI,977,6E
,,,,,,,,21:50:00,23:20:00,1232,J,7M8,1234567,PNQ,2680,IX
,,,,,,,,21:50:00,23:05:00,88,J,E75,2,HYD,155,S5
SQ,510,SIN,1234567,359,J,2121,20:05:00,21:50:00,,,,,,,,
,,,,,,,,21:50:00,22:55:00,1302,J,32N,1234567,MAA,6562,6E
6E,6136,DED,1234567,32N,J,1302,18:50:00,21:50:00,,,,,,,,
,,,,,,,,21:50:00,23:35:00,70,J,AT7,1,HYD,519,9I
6E,7378,HBX,1234567,AT7,J,546,20:25:00,21:50:00,,,,,,,,
AI,2865,BOM,1234567,32N,J,1148,19:45:00,21:50:00,,,,,,,,
SG,669,BOM,1234567,73H,J,1323,19:50:00,21:50:00,,,,,,,,
6E,979,RPR,1234567,32Q,J,1624,19:55:00,21:55:00,,,,,,,,
AI,2512,DEL,1234567,32N,J,1148,19:00:00,21:55:00,,,,,,,,
6E,6466,BHO,12 4 6 ,32Q,J,928,20:00:00,22:00:00,,,,,,,,
,,,,,,,,22:00:00,00:50:00,880,J,32Q, 23 5 7,DEL,6406,6E
,,,,,,,,22:00:00,00:50:00,660,J,32Q,1  4 6 ,DEL,6406,6E
6E,6466,BHO,  3 5 7,32N,J,558,20:00:00,22:00:00,,,,,,,,
,,,,,,,,22:00:00,00:55:00,164,J,32N,1234567,DEL,2814,AI
,,,,,,,,22:00:00,00:55:00,656,J,32N,1 3456 ,DEL,2814,AI
,,,,,,,,22:00:00,00:55:00,328,J,32N, 2    7,DEL,2814,AI
6E,7729,CNN,1234567,AT7,J,546,20:40:00,22:05:00,,,,,,,,
6E,481,AMD,  3 5 7,32Q,J,696,19:45:00,22:05:00,,,,,,,,
6E,481,AMD,12 4 6 ,32Q,J,928,19:45:00,22:05:00,,,,,,,,
,,,,,,,,22:10:00,23:20:00,1232,J,7M8,1234567,MAA,2787,IX
IX,2004,GOI,1234567,7M8,J,1232,21:00:00,22:10:00,,,,,,,,
QP,1883,GOP,1234567,7M8,J,1295,19:25:00,22:10:00,,,,,,,,
,,,,,,,,22:15:00,00:35:00,580,J,789,56,AUH,239,EY
6E,6557,GOI,  3 5  ,32N,J,372,20:55:00,22:15:00,,,,,,,,
SG,151,DEL,2,7M8,J,189,19:20:00,22:15:00,,,,,,,,
6E,7166,TRZ,123456,AT7,J,468,21:00:00,22:15:00,,,,,,,,
6E,6557,GOI,12 4   ,32N,J,558,20:55:00,22:15:00,,,,,,,,
SG,151,DEL,1  456 ,7M8,J,756,19:20:00,22:15:00,,,,,,,,
6E,6557,GOI,6,32N,J,186,20:55:00,22:15:00,,,,,,,,
6E,7166,TRZ,7,AT7,J,78,21:00:00,22:15:00,,,,,,,,
VN,0983,HAN,   4 6 ,321,J,356,18:50:00,22:15:00,,,,,,,,
VN,0983,HAN, 2    7,321,J,368,18:50:00,22:15:00,,,,,,,,
SG,151,DEL,  3   7,7M8,J,378,19:20:00,22:15:00,,,,,,,,
,,,,,,,,22:15:00,00:35:00,303,J,789,2,AUH,239,EY
,,,,,,,,22:15:00,00:35:00,158,J,320,3,AUH,239,EY
6E,6557,GOI,7,32N,J,186,20:55:00,22:15:00,,,,,,,,
,,,,,,,,22:15:00,00:35:00,316,J,32A,1     7,AUH,239,EY
,,,,,,,,22:15:00,00:35:00,226,J,789,4,AUH,239,EY
OD,241,KUL, 2 4  7,738,J,486,20:40:00,22:20:00,,,,,,,,
,,,,,,,,22:20:00,01:00:00,1624,J,32Q,1234567,CCU,952,6E
6E,6085,BBI, 2   6 ,32N,J,372,20:10:00,22:20:00,,,,,,,,
,,,,,,,,22:20:00,00:30:00,169,J,321,6,BAH,281,GF
AI,2809,DEL,1234567,32N,J,1148,19:30:00,22:20:00,,,,,,,,
6E,6085,BBI,1 345 7,32N,J,930,20:10:00,22:20:00,,,,,,,,
,,,,,,,,22:20:00,00:05:00,1540,J,32Q,1234567,BOM,5094,6E
,,,,,,,,22:20:00,00:30:00,1152,J,32Q,12345 7,BAH,281,GF
QP,1516,BOM,1234567,7M8,J,1295,20:35:00,22:25:00,,,,,,,,
6E,861,DEL,12 4 6 ,32Q,J,880,19:30:00,22:25:00,,,,,,,,
6E,861,DEL,  3 5 7,32Q,J,660,19:30:00,22:25:00,,,,,,,,
IX,1378,HYD,1234567,7M8,J,1232,21:05:00,22:25:00,,,,,,,,
,,,,,,,,22:30:00,00:35:00,1148,J,32N,1234567,BOM,2840,AI
,,,,,,,,22:30:00,23:45:00,696,J,32Q,1 34   ,HYD,684,6E
,,,,,,,,22:30:00,01:25:00,1148,J,32N,1234567,DEL,2488,AI
S5,152,HYD,1 34567,E75,J,456,21:20:00,22:30:00,,,,,,,,
,,,,,,,,22:30:00,23:45:00,232,J,32Q,6,HYD,684,6E
,,,,,,,,22:30:00,23:45:00,232,J,32Q,2,HYD,684,6E
,,,,,,,,22:30:00,23:45:00,464,J,32Q,    5 7,HYD,684,6E
6E,107,PNQ,  3 5 7,32Q,J,696,20:55:00,22:35:00,,,,,,,,
IX,2662,MAA,1234567,7M8,J,1323,21:25:00,22:35:00,,,,,,,,
6E,107,PNQ,12 4   ,32Q,J,696,20:55:00,22:35:00,,,,,,,,
VJ,1801,SGN,1 3 5 7,321,J,752,19:20:00,22:35:00,,,,,,,,
,,,,,,,,22:35:00,00:35:00,1323,J,73H,1234567,BOM,269,SG
IX,1640,NMI,7,7M8,J,176,20:55:00,22:35:00,,,,,,,,
6E,107,PNQ,6,32Q,J,232,20:55:00,22:35:00,,,,,,,,
IX,1640,NMI,123456,7M8,J,1056,20:55:00,22:35:00,,,,,,,,
6E,5355,CJB,1234567,32N,J,1302,21:25:00,22:40:00,,,,,,,,
,,,,,,,,22:40:00,01:05:00,1160,J,32Q,1234567,JAI,838,6E
FD,137,DMK,1234567,320,J,1260,20:25:00,22:40:00,,,,,,,,
6E,6452,PAT,1234567,32N,J,1302,20:00:00,22:40:00,,,,,,,,
,,,,,,,,22:40:00,00:50:00,464,J,32Q,1234567,JAI,838,6E
AK,53,KUL,1 3 5 7,320,J,720,21:05:00,22:45:00,,,,,,,,
6E,6505,HYD,  3 5 7,32Q,J,696,21:25:00,22:45:00,,,,,,,,
AI,2401,BOM,12 4 67,32N,J,820,20:45:00,22:45:00,,,,,,,,
6E,6505,HYD,12 4 6 ,32Q,J,928,21:25:00,22:45:00,,,,,,,,
AI,2401,BOM,  3 5  ,32N,J,328,20:45:00,22:45:00,,,,,,,,
QP,1744,CCJ,1234567,7M8,J,1295,21:50:00,22:50:00,,,,,,,,
6E,472,COK,12 4 6 ,32Q,J,928,21:40:00,22:50:00,,,,,,,,
6E,1184,CMB,12 4 6 ,32Q,J,928,21:15:00,22:50:00,,,,,,,,
6E,472,COK,  3 5 7,32Q,J,696,21:40:00,22:50:00,,,,,,,,
6E,1184,CMB,  3 5 7,32Q,J,696,21:15:00,22:50:00,,,,,,,,
6E,7133,VGA,1234567,AT7,J,546,21:10:00,22:55:00,,,,,,,,
IX,1953,PAT,1234567,7M8,J,1134,20:05:00,22:55:00,,,,,,,,
IX,2839,PNQ,1 3 5 7,7M8,J,736,21:10:00,22:55:00,,,,,,,,
AI,2807,DEL,1234567,32N,J,1148,20:00:00,22:55:00,,,,,,,,
,,,,,,,,22:55:00,00:45:00,1295,J,7M8,1234567,BOM,1134,QP
IX,1379,NAG,1234567,32N,J,1302,21:10:00,23:00:00,,,,,,,,
,,,,,,,,23:00:00,00:15:00,368,J,7M8, 2 4   ,TRZ,5303,IX
6E,593,IXC,1234567,32Q,J,1554,19:50:00,23:00:00,,,,,,,,
6E,796,MAA,  3 5 7,32Q,J,696,22:00:00,23:00:00,,,,,,,,
6E,2772,VTZ,1234567,32N,J,1302,21:10:00,23:00:00,,,,,,,,
6E,796,MAA,12 4 6 ,32Q,J,928,22:00:00,23:00:00,,,,,,,,
,,,,,,,,23:05:00,00:45:00,1624,J,32Q,1234567,PNQ,116,6E
QP,1564,CCU,1234567,7M8,J,1295,20:20:00,23:05:00,,,,,,,,
,,,,,,,,23:05:00,06:10:00,1212,J,359,1 3 56 ,SIN,511,SQ
,,,,,,,,23:05:00,06:10:00,909,J,359, 2 4  7,SIN,511,SQ
9I,548,GOI,5,AT7,J,70,21:35:00,23:10:00,,,,,,,,
IX,1062,IXC,1234567,7M8,J,1288,19:55:00,23:10:00,,,,,,,,
KL,0879,AMS,12 4 6 ,781,J,1272,10:05:00,23:15:00,,,,,,,,
6E,7587,IXM,1234567,AT7,J,546,21:35:00,23:15:00,,,,,,,,
,,,,,,,,23:20:00,06:10:00,486,J,738, 2 4  7,KUL,242,OD
6E,6314,CCU, 2 4   ,32N,J,372,20:35:00,23:20:00,,,,,,,,
6E,6314,CCU,1    6 ,32N,J,372,20:35:00,23:20:00,,,,,,,,
6E,6314,CCU,  3 5  ,32Q,J,464,20:35:00,23:20:00,,,,,,,,
6E,6314,CCU,7,32Q,J,232,20:35:00,23:20:00,,,,,,,,
,,,,,,,,23:20:00,04:40:00,1260,J,320,1234567,DMK,138,FD
,,,,,,,,23:25:00,06:10:00,720,J,320,1 3 5 7,KUL,52,AK
6E,316,GAU,1234567,32Q,J,1624,20:05:00,23:25:00,,,,,,,,
6E,6188,BOM,1234567,32Q,J,1540,21:30:00,23:25:00,,,,,,,,
IX,2959,GAU,1234567,7M8,J,1323,20:15:00,23:30:00,,,,,,,,
SL,216,DMK,1 3 5 7,739,J,860,21:05:00,23:30:00,,,,,,,,
,,,,,,,,23:30:00,01:15:00,660,J,32Q,  3 5 7,BOM,6189,6E
,,,,,,,,23:30:00,02:20:00,660,J,32Q, 2 4 6 ,DEL,2313,6E
,,,,,,,,23:30:00,02:20:00,880,J,32Q,1 3 5 7,DEL,2313,6E
,,,,,,,,23:30:00,01:15:00,880,J,32Q,12 4 6 ,BOM,6189,6E
,,,,,,,,23:35:00,06:00:00,752,J,321,1 3 5 7,SGN,1802,VJ
AF,194,CDG,12 45  ,359,J,324,10:15:00,23:35:00,,,,,,,,
QP,1518,BOM,1234567,7M8,J,1295,21:45:00,23:35:00,,,,,,,,
AF,194,CDG, 23 567,332,J,1120,09:50:00,23:35:00,,,,,,,,
AF,194,CDG,1  4   ,359,J,324,10:15:00,23:35:00,,,,,,,,
QP,1824,DEL,1234567,7M8,J,1295,20:50:00,23:40:00,,,,,,,,
6E,6859,IXE,1234567,32N,J,1302,22:40:00,23:40:00,,,,,,,,
6E,6515,DEL,1234567,32Q,J,1540,20:45:00,23:40:00,,,,,,,,
,,,,,,,,23:40:00,01:45:00,1148,J,32N,1234567,BOM,2811,AI
6E,6744,IDR,1234567,32N,J,1302,21:40:00,23:45:00,,,,,,,,
6E,611,BBI,1 345 7,32N,J,930,21:40:00,23:45:00,,,,,,,,
6E,611,BBI, 2   6 ,32N,J,372,21:40:00,23:45:00,,,,,,,,
MH,192,KUL,1234567,73H,J,1218,22:00:00,23:45:00,,,,,,,,
,,,,,,,,23:45:00,06:00:00,368,J,321, 2    7,HAN,0982,VN
,,,,,,,,23:45:00,06:00:00,356,J,321,   4 6 ,HAN,0982,VN
6E,1038,KUL,1234567,32N,J,1302,21:55:00,23:50:00,,,,,,,,
IX,1373,VTZ, 2 4 6 ,7M8,J,552,22:10:00,23:50:00,,,,,,,,
IX,1373,VTZ,1 3 5 7,7M8,J,704,22:10:00,23:50:00,,,,,,,,
QP,1318,PNQ,1234567,7M8,J,1295,22:10:00,23:55:00,,,,,,,,
TG,325,BKK,1234567,359,J,2247,21:50:00,23:55:00,,,,,,,,
