Airline,FlightNumber,Origin,Op. days,Equipment,Service type,Seats,Departure time,Hub time,Arrival time,Seats,Service type,Equipment,Op. days,Arrival,FlightNumber,Airline
"","","","","","","","","06:00:00","08:55:00","1148","J","32N","1234567","BLR","2409","AI"
"","","","","","","","","06:00:00","08:05:00","1624","J","320","1234567","NMI","1463","IX"
"","","","","","","","","06:00:00","09:45:00","180","J","DH4","1   5  ","SHL","2448","SG"
"","","","","","","","","06:00:00","08:20:00","1148","J","32N","1234567","HYD","1793","AI"
"","","","","","","","","06:00:00","08:40:00","1148","J","32N","1234567","MAA","2525","AI"
"","","","","","","","","06:00:00","07:05:00","1148","J","32N","1234567","LKO","2499","AI"
"","","","","","","","","06:00:00","07:30:00","450","J","DH4"," 234 67","DHM","2950","SG"
"","","","","","","","","06:05:00","07:15:00","164","J","32N","      7","IXC","1743","AI"
"","","","","","","","","06:05:00","12:05:00","299","J","789","   4   ","LHR","111","AI"
"","","","","","","","","06:05:00","08:20:00","660","J","32Q"," 2  5 7","BOM","6218","6E"
"","","","","","","","","06:05:00","08:20:00","880","J","32Q","1 34 6 ","BOM","6218","6E"
"","","","","","","","","06:10:00","08:10:00","1624","J","32Q","1234567","PNQ","2262","6E"
"","","","","","","","","06:10:00","07:25:00","176","J","7M8","1 3 5 7","LKO","1165","IX"
"","","","","","","","","06:10:00","08:40:00","1624","J","32Q","1234567","GOX","2265","6E"
"HH","911","TAS","1      ","321","J","202","02:40:00","06:10:00","","","","","","","",""
"","","","","","","","","06:10:00","08:15:00","1624","J","320","1234567","IXB","1067","IX"
"","","","","","","","","06:10:00","08:00:00","1624","J","32Q","1234567","STV","6398","6E"
"","","","","","","","","06:10:00","07:25:00","1043","J","73G","1234567","IXL","121","SG"
"","","","","","","","","06:10:00","07:25:00","1056","J","7M8","1234567","LKO","1165","IX"
"AI","2256","JED","1234567","32N","J","820","21:50:00","06:10:00","","","","","","","",""
"AI","2256","JED","123 5  ","32N","J","328","21:50:00","06:10:00","","","","","","","",""
"","","","","","","","","06:15:00","08:40:00","1260","J","32A","1234567","IXG","2511","6E"
"MK","744","MRU","   4   ","330","J","288","21:00:00","06:15:00","","","","","","","",""
"","","","","","","","","06:15:00","14:40:00","1302","J","32N","1234567","HKG","1721","6E"
"","","","","","","","","06:20:00","07:55:00","1302","J","32N","1234567","IXL","2006","6E"
"","","","","","","","","06:20:00","07:40:00","48","J","AT4","      7","KUU","803","9I"
"","","","","","","","","06:20:00","07:55:00","1302","J","32N","1234567","PAT","6245","6E"
"","","","","","","","","06:20:00","08:35:00","1232","J","7M8","1234567","BBI","1057","IX"
"","","","","","","","","06:20:00","09:05:00","1260","J","32A","1234567","DIB","6371","6E"
"","","","","","","","","06:20:00","08:05:00","854","J","319","1234567","NAG","415","AI"
"","","","","","","","","06:20:00","07:40:00","96","J","AT4"," 2   6 ","BUP","637","9I"
"IX","1265","IDR"," 2 4 6 ","32N","J","558","04:40:00","06:25:00","","","","","","","",""
"","","","","","","","","06:30:00","08:50:00","820","J","32N","12345 7","BOM","2975","AI"
"","","","","","","","","06:30:00","10:50:00","867","J","333"," 2  5 7","IST","717","TK"
"","","","","","","","","06:30:00","10:50:00","1600","J","77W","1 34 6 ","IST","717","TK"
"","","","","","","","","06:30:00","07:55:00","1148","J","32N","1234567","BHO","1705","AI"
"","","","","","","","","06:30:00","09:25:00","1148","J","32N","1234567","BLR","2803","AI"
"","","","","","","","","06:30:00","08:15:00","1260","J","32N","1234567","RPR","1729","AI"
"","","","","","","","","06:30:00","08:50:00","328","J","32N","1234567","BOM","2975","AI"
"","","","","","","","","06:30:00","07:35:00","1302","J","32N","1234567","ATQ","5007","6E"
"","","","","","","","","06:35:00","09:05:00","264","J","767"," 2     ","TAS","422","HY"
"","","","","","","","","06:35:00","09:05:00","247","J","763"," 2  5  ","TAS","422","HY"
"","","","","","","","","06:40:00","08:40:00","750","J","788","12 4   ","DXB","929","AI"
"","","","","","","","","06:40:00","08:45:00","1302","J","32N","1234567","BBI","1611","6E"
"","","","","","","","","06:40:00","08:50:00","984","J","32N","12 4567","CCU","2535","AI"
"","","","","","","","","06:40:00","08:00:00","180","J","32A","      7","AMD","2114","6E"
"","","","","","","","","06:40:00","08:05:00","1260","J","320","1234567","SXR","1012","IX"
"","","","","","","","","06:40:00","08:15:00","1302","J","32N","1234567","BDQ","6220","6E"
"","","","","","","","","06:40:00","08:00:00","180","J","32A","1     7","AMD","2114","6E"
"","","","","","","","","06:40:00","09:15:00","1274","J","321","1234567","GAU","879","AI"
"","","","","","","","","06:40:00","08:00:00","180","J","32A","  3    ","AMD","2114","6E"
"","","","","","","","","06:40:00","08:10:00","1260","J","32N","1234567","SXR","1799","AI"
"","","","","","","","","06:40:00","08:50:00","164","J","32N","1 3    ","CCU","2535","AI"
"","","","","","","","","06:40:00","08:30:00","1302","J","32N","1234567","IXR","6370","6E"
"","","","","","","","","06:40:00","08:00:00","720","J","32A"," 2 456 ","AMD","2114","6E"
"6E","2209","AMD","1234567","32Q","J","1624","05:00:00","06:45:00","","","","","","","",""
"","","","","","","","","06:50:00","12:50:00","1540","J","32Q","1234567","BKK","1063","6E"
"6E","1232","KWI","12 4567","32N","J","1116","23:30:00","06:50:00","","","","","","","",""
"","","","","","","","","06:50:00","08:20:00","546","J","AT7","1234567","DHM","7483","6E"
"","","","","","","","","06:50:00","07:50:00","984","J","32N","123456 ","IXC","1743","AI"
"","","","","","","","","06:50:00","09:10:00","1295","J","7M8","1234567","NMI","1831","QP"
"","","","","","","","","06:50:00","12:50:00","1302","J","32N","1234567","KBV","1069","6E"
"","","","","","","","","06:55:00","11:40:00","174","J","7M8","     6 ","MSQ","758","B2"
"","","","","","","","","06:55:00","11:35:00","164","J","32N","  3    ","RGN","235","AI"
"","","","","","","","","06:55:00","10:35:00","128","J","73G","  3    ","ASB","532","T5"
"","","","","","","","","07:00:00","09:25:00","1148","J","32N","1234567","BOM","2429","AI"
"","","","","","","","","07:00:00","08:20:00","1260","J","32A","1234567","JLR","6038","6E"
"","","","","","","","","07:00:00","09:20:00","1148","J","32N","1234567","HYD","2560","AI"
"","","","","","","","","07:00:00","08:55:00","1050","J","320","1234567","KTM","213","AI"
"QP","1811","BLR","1234567","7M8","J","1295","03:55:00","07:00:00","","","","","","","",""
"","","","","","","","","07:00:00","09:55:00","1148","J","32N","1234567","BLR","2815","AI"
"","","","","","","","","07:00:00","09:00:00","1232","J","7M8","1234567","IXR","1046","IX"
"J9","409","KWI","  345 7","320","J","696","00:25:00","07:00:00","","","","","","","",""
"6E","84","DMM","1234567","32Q","J","1392","00:10:00","07:05:00","","","","","","","",""
"","","","","","","","","07:05:00","08:10:00","328","J","32N"," 2 4   ","IXL","2461","AI"
"","","","","","","","","07:05:00","10:00:00","880","J","32Q","1 34 6 ","BLR","810","6E"
"","","","","","","","","07:05:00","09:00:00","180","J","320","1      ","STV","1226","IX"
"","","","","","","","","07:05:00","08:15:00","1323","J","73H","1234567","IXJ","160","SG"
"","","","","","","","","07:05:00","09:05:00","1302","J","32N","1234567","NMI","6470","6E"
"","","","","","","","","07:05:00","08:15:00","1148","J","32N","1234567","IXL","2463","AI"
"","","","","","","","","07:05:00","10:00:00","660","J","32Q"," 2  5 7","BLR","810","6E"
"","","","","","","","","07:10:00","09:20:00","880","J","32Q","1 34 6 ","HYD","203","6E"
"","","","","","","","","07:10:00","09:05:00","1148","J","32N","1234567","BBI","1747","AI"
"","","","","","","","","07:10:00","08:50:00","328","J","32N","     67","AMD","2959","AI"
"","","","","","","","","07:10:00","09:20:00","660","J","32Q"," 2  5 7","HYD","203","6E"
"","","","","","","","","07:10:00","08:50:00","752","J","321","12345  ","AMD","2959","AI"
"","","","","","","","","07:10:00","08:45:00","558","J","32N","1 3   7","IDR","1228","IX"
"","","","","","","","","07:10:00","10:25:00","1148","J","32N","1234567","TRV","1769","AI"
"6E","656","BOM","    5  ","32Q","J","220","05:00:00","07:10:00","","","","","","","",""
"","","","","","","","","07:10:00","08:50:00","188","J","321","1 345  ","AMD","2959","AI"
"6E","656","BOM"," 23   7","32Q","J","660","05:00:00","07:10:00","","","","","","","",""
"","","","","","","","","07:10:00","08:10:00","546","J","AT7","1234567","PGH","7324","6E"
"AI","2284","DOH","1234567","32N","J","1148","01:00:00","07:10:00","","","","","","","",""
"6E","656","BOM","1  4 6 ","32Q","J","660","05:00:00","07:10:00","","","","","","","",""
"","","","","","","","","07:15:00","10:05:00","660","J","32Q"," 2  5 7","MAA","2368","6E"
"","","","","","","","","07:15:00","10:05:00","880","J","32Q","1 34 6 ","MAA","2368","6E"
"","","","","","","","","07:15:00","09:25:00","332","J","32Q","1     7","KWI","384","KU"
"6E","2419","PNQ","1234567","32Q","J","1624","05:05:00","07:15:00","","","","","","","",""
"","","","","","","","","07:15:00","09:25:00","670","J","32N"," 23456 ","KWI","384","KU"
"","","","","","","","","07:15:00","09:30:00","1540","J","32Q","1234567","BOM","6814","6E"
"","","","","","","","","07:20:00","08:30:00","186","J","32N","  3    ","LKO","6476","6E"
"","","","","","","","","07:20:00","08:15:00","1148","J","32N","1234567","JAI","1767","AI"
"","","","","","","","","07:20:00","09:30:00","750","J","788","  3  67","DXB","929","AI"
"","","","","","","","","07:20:00","08:30:00","1116","J","32N","12 4567","LKO","6476","6E"
"","","","","","","","","07:20:00","08:40:00","48","J","AT4","     6 ","KUU","803","9I"
"","","","","","","","","07:20:00","11:00:00","1148","J","32N","1234567","IXZ","2937","AI"
"","","","","","","","","07:20:00","08:35:00","1624","J","32Q","1234567","IXJ","6474","6E"
"","","","","","","","","07:20:00","09:30:00","299","J","789","    5  ","DXB","929","AI"
"","","","","","","","","07:20:00","10:35:00","1148","J","32N","1234567","COK","1715","AI"
"IX","174","DMM","12 456 ","320","J","900","00:20:00","07:25:00","","","","","","","",""
"6E","6402","IXC","  3    ","32Q","J","232","06:30:00","07:25:00","","","","","","","",""
"6E","6402","IXC","12 4567","32Q","J","1392","06:30:00","07:25:00","","","","","","","",""
"","","","","","","","","07:25:00","09:20:00","1274","J","321","1234567","HSR","885","AI"
"6E","889","LKO","      7","32N","J","186","06:15:00","07:30:00","","","","","","","",""
"","","","","","","","","07:30:00","09:55:00","2212","J","359","1234567","BOM","2943","AI"
"","","","","","","","","07:30:00","09:40:00","660","J","32Q"," 2  5 7","CCU","340","6E"
"","","","","","","","","07:30:00","09:05:00","1624","J","32Q","1234567","AMD","2076","6E"
"","","","","","","","","07:30:00","09:50:00","540","J","32A"," 2 4 6 ","VGA","6446","6E"
"","","","","","","","","07:30:00","09:50:00","1148","J","32N","1234567","CCU","2705","AI"
"","","","","","","","","07:30:00","10:00:00","202","J","321","1      ","TAS","922","HH"
"","","","","","","","","07:30:00","09:40:00","880","J","32Q","1 34 6 ","CCU","340","6E"
"","","","","","","","","07:30:00","10:20:00","1148","J","32N","1234567","MAA","2833","AI"
"6E","889","LKO","1      ","32N","J","186","06:15:00","07:30:00","","","","","","","",""
"","","","","","","","","07:30:00","10:00:00","720","J","32A","1 3 5 7","RJA","6446","6E"
"6E","889","LKO","     6 ","32N","J","186","06:15:00","07:30:00","","","","","","","",""
"","","","","","","","","07:30:00","13:55:00","1365","J","32Q","1234567","IST","11","6E"
"6E","889","LKO","    5  ","32N","J","186","06:15:00","07:30:00","","","","","","","",""
"6E","889","LKO","  3    ","32N","J","186","06:15:00","07:30:00","","","","","","","",""
"","","","","","","","","07:30:00","13:00:00","585","J","32Q","  3 5 7","ATH","1901","6E"
"6E","889","LKO"," 2 4  7","32N","J","372","06:15:00","07:30:00","","","","","","","",""
"SG","529","BLR","1234567","7M8","J","1323","05:05:00","07:35:00","","","","","","","",""
"","","","","","","","","07:35:00","09:10:00","1080","J","32N","1 34567","SXR","1761","AI"
"","","","","","","","","07:40:00","09:05:00","1624","J","32Q","1234567","SXR","2044","6E"
"","","","","","","","","07:40:00","14:25:00","1953","J","333","1234567","HEL","122","AY"
"AI","184","ICN","1  4 6 ","77W","J","345","03:05:00","07:40:00","","","","","","","",""
"6E","2165","JAI","1234567","32Q","J","1624","06:45:00","07:40:00","","","","","","","",""
"","","","","","","","","07:40:00","09:30:00","1260","J","32A","1234567","IXB","6124","6E"
"6E","474","CCU","   45  ","32Q","J","440","05:20:00","07:45:00","","","","","","","",""
"6E","474","CCU","123  67","32Q","J","1100","05:20:00","07:45:00","","","","","","","",""
"AI","2404","PNQ","1234567","32N","J","1148","05:20:00","07:45:00","","","","","","","",""
"AI","830","TRV","1234567","321","J","1274","04:20:00","07:45:00","","","","","","","",""
"6E","709","HYD","1234567","32Q","J","1540","05:20:00","07:45:00","","","","","","","",""
"","","","","","","","","07:45:00","10:10:00","1624","J","32Q","1234567","GAU","5215","6E"
"","","","","","","","","07:45:00","09:40:00","696","J","320","  345 7","KWI","410","J9"
"","","","","","","","","07:45:00","10:10:00","1323","J","73H","1234567","DXB","11","SG"
"","","","","","","","","07:45:00","09:10:00","1260","J","32N","1234567","VNS","1765","AI"
"","","","","","","","","07:50:00","10:25:00","70","J","AT7","  3    ","AHA","614","9I"
"","","","","","","","","07:50:00","10:50:00","405","J","773","   4   ","JED","3855","SV"
"","","","","","","","","07:50:00","08:55:00","140","J","AT7","   4  7","JAI","805","9I"
"","","","","","","","","07:50:00","10:25:00","70","J","AT7","1      ","PAB","613","9I"
"","","","","","","","","07:50:00","09:50:00","1302","J","32N","1234567","KTM","1151","6E"
"QP","1359","BLR","1234567","7M8","J","1295","05:00:00","07:50:00","","","","","","","",""
"6E","836","BLR","1234567","32Q","J","1540","05:05:00","07:55:00","","","","","","","",""
"AI","1806","HYD"," 2 4   ","32N","J","328","05:30:00","07:55:00","","","","","","","",""
"AI","1806","HYD","1     7","32N","J","328","05:30:00","07:55:00","","","","","","","",""
"AI","1806","HYD","  3    ","32N","J","164","05:30:00","07:55:00","","","","","","","",""
"6E","2312","AMD","  3    ","32A","J","180","06:15:00","07:55:00","","","","","","","",""
"EY","212","AUH","1234567","32Q","J","1120","02:40:00","07:55:00","","","","","","","",""
"AI","1806","HYD","     6 ","32N","J","164","05:30:00","07:55:00","","","","","","","",""
"6E","2312","AMD","1      ","32A","J","180","06:15:00","07:55:00","","","","","","","",""
"AI","1806","HYD","    5  ","32N","J","164","05:30:00","07:55:00","","","","","","","",""
"6E","2312","AMD","    5 7","32A","J","360","06:15:00","07:55:00","","","","","","","",""
"6E","2312","AMD"," 2 4 6 ","32A","J","540","06:15:00","07:55:00","","","","","","","",""
"","","","","","","","","08:00:00","09:25:00","1302","J","32N","1234567","GOP","5036","6E"
"BA","257","LHR","1234567","788","J","1428","18:50:00","08:00:00","","","","","","","",""
"","","","","","","","","08:00:00","09:30:00","1148","J","32N","1234567","IXL","2454","AI"
"","","","","","","","","08:00:00","14:00:00","288","J","330","   4   ","MRU","745","MK"
"","","","","","","","","08:00:00","10:55:00","164","J","32N","1      ","BLR","2651","AI"
"","","","","","","","","08:00:00","12:40:00","1008","J","788","1234567","WAW","072","LO"
"","","","","","","","","08:00:00","10:20:00","1540","J","32Q","1234567","BOM","320","6E"
"","","","","","","","","08:00:00","10:55:00","564","J","321"," 234   ","BLR","2651","AI"
"","","","","","","","","08:00:00","09:20:00","1624","J","32Q","1234567","IXJ","6092","6E"
"","","","","","","","","08:00:00","12:40:00","882","J","789","123 567","WAW","072","LO"
"","","","","","","","","08:00:00","09:40:00","1260","J","32N","1234567","PAT","1749","AI"
"WY","241","MCT","123 56 ","738","J","870","03:20:00","08:05:00","","","","","","","",""
"WY","241","MCT","   4  7","738","J","324","03:20:00","08:05:00","","","","","","","",""
"","","","","","","","","08:10:00","10:40:00","1624","J","320","1234567","GAU","1035","IX"
"SG","128","IXL","1234567","73G","J","1043","06:45:00","08:10:00","","","","","","","",""
"","","","","","","","","08:10:00","09:50:00","1302","J","32N","1234567","PAT","2769","6E"
"6E","762","BOM","1234567","32Q","J","1540","06:00:00","08:10:00","","","","","","","",""
"","","","","","","","","08:10:00","09:25:00","1232","J","7M8","1234567","AYJ","1002","IX"
"","","","","","","","","08:10:00","09:30:00","1274","J","321","1234567","ATQ","495","AI"
"","","","","","","","","08:15:00","11:45:00","1148","J","32N","1234567","MLE","2239","AI"
"AI","2906","AMD"," 2345  ","32N","J","492","06:25:00","08:15:00","","","","","","","",""
"","","","","","","","","08:15:00","11:25:00","232","J","32Q","      7","COK","6050","6E"
"","","","","","","","","08:15:00","09:10:00","1392","J","32Q","123456 ","IXC","6050","6E"
"AI","2906","AMD","    5  ","32N","J","164","06:30:00","08:15:00","","","","","","","",""
"AI","2480","IXL","1234567","32N","J","1148","06:55:00","08:15:00","","","","","","","",""
"QP","1405","HYD","1234567","7M8","J","1295","06:00:00","08:15:00","","","","","","","",""
"AI","2906","AMD","1    67","32N","J","492","06:25:00","08:15:00","","","","","","","",""
"6E","1702","CAN","1234567","32N","J","1302","05:00:00","08:15:00","","","","","","","",""
"","","","","","","","","08:20:00","11:00:00","1295","J","7M8","1234567","GOX","1813","QP"
"","","","","","","","","08:20:00","11:10:00","1100","J","32Q","1 34 67","BLR","873","6E"
"","","","","","","","","08:20:00","11:10:00","440","J","32Q"," 2  5  ","BLR","873","6E"
"","","","","","","","","08:20:00","13:35:00","204","J","788","1234567","LHR","136","BA"
"","","","","","","","","08:25:00","14:15:00","1148","J","32N","1234567","BKK","2355","AI"
"","","","","","","","","08:25:00","10:25:00","1134","J","7M8","1 34567","IXB","622","SG"
"ET","686","ADD","123 56 ","7M8","J","640","23:10:00","08:25:00","","","","","","","",""
"","","","","","","","","08:25:00","09:45:00","1624","J","32Q","1234567","SXR","5120","6E"
"6E","6210","BHO","1234567","32Q","J","1624","07:00:00","08:25:00","","","","","","","",""
"","","","","","","","","08:25:00","10:55:00","1260","J","320","1234567","AUH","179","IX"
"ET","686","ADD"," 2 4  7","788","J","426","23:10:00","08:25:00","","","","","","","",""
"AI","2414","BLR","1234567","32N","J","1148","05:30:00","08:25:00","","","","","","","",""
"6E","6024","IDR","1234567","32Q","J","1624","06:55:00","08:25:00","","","","","","","",""
"AI","1884","ATQ","1234567","32N","J","1148","07:05:00","08:25:00","","","","","","","",""
"SG","937","PNQ","1234567","73H","J","1323","05:55:00","08:30:00","","","","","","","",""
"AI","154","VIE","1 3 5 7","788","J","777","20:30:00","08:30:00","","","","","","","",""
"","","","","","","","","08:30:00","11:20:00","259","J","788","1234567","BLR","427","AI"
"","","","","","","","","08:30:00","10:45:00","1148","J","32N","1234567","BOM","2678","AI"
"AI","224","KTM","1234567","320","J","1050","06:45:00","08:30:00","","","","","","","",""
"","","","","","","","","08:30:00","11:20:00","1036","J","788","1 3456 ","BLR","427","AI"
"","","","","","","","","08:30:00","10:45:00","1540","J","32Q","1234567","CCU","513","6E"
"","","","","","","","","08:30:00","10:45:00","880","J","32Q","1 34 6 ","HYD","705","6E"
"","","","","","","","","08:30:00","10:45:00","660","J","32Q"," 2  5 7","HYD","705","6E"
"6E","2190","LKO","12 4567","32N","J","1116","07:20:00","08:35:00","","","","","","","",""
"SG","252","BOM","1234567","73H","J","1323","06:25:00","08:35:00","","","","","","","",""
"6E","2190","LKO","  3    ","32N","J","186","07:20:00","08:35:00","","","","","","","",""
"6E","2215","VNS"," 2 45  ","32Q","J","696","07:05:00","08:35:00","","","","","","","",""
"6E","2215","VNS","1 3  67","32Q","J","928","07:05:00","08:35:00","","","","","","","",""
"6E","2706","COK","1234567","32Q","J","1624","05:30:00","08:35:00","","","","","","","",""
"6E","6458","NAG","1234567","32N","J","1302","06:50:00","08:35:00","","","","","","","",""
"AI","2928","BOM","      7","32N","J","164","06:30:00","08:40:00","","","","","","","",""
"AI","2928","BOM"," 2     ","32N","J","164","06:30:00","08:40:00","","","","","","","",""
"AI","2928","BOM","1  4 6 ","32N","J","492","06:30:00","08:40:00","","","","","","","",""
"AI","2928","BOM","    5  ","32N","J","164","06:30:00","08:40:00","","","","","","","",""
"AI","2928","BOM","  3    ","32N","J","164","06:30:00","08:40:00","","","","","","","",""
"","","","","","","","","08:40:00","10:50:00","1540","J","32Q","1234567","DXB","1461","6E"
"","","","","","","","","08:40:00","10:55:00","1295","J","7M8","1234567","BOM","1119","QP"
"","","","","","","","","08:40:00","14:00:00","236","J","333","1234567","ZRH","2647","LX"
"AI","2810","BLR","1    67","32N","J","492","06:00:00","08:45:00","","","","","","","",""
"","","","","","","","","08:45:00","10:15:00","1043","J","73G","1234567","IXL","125","SG"
"QR","570","DOH"," 2     ","359","J","283","02:05:00","08:45:00","","","","","","","",""
"AI","2810","BLR"," 2345  ","32N","J","656","06:00:00","08:45:00","","","","","","","",""
"6E","2090","NMI","1234567","32N","J","1302","07:05:00","08:45:00","","","","","","","",""
"QR","570","DOH","1 34567","788","J","1524","02:05:00","08:45:00","","","","","","","",""
"","","","","","","","","08:45:00","11:00:00","1540","J","32Q","1234567","BOM","675","6E"
"6E","707","HYD","1234567","32Q","J","1540","06:25:00","08:45:00","","","","","","","",""
"AI","2896","MAA"," 2345  ","32N","J","656","06:00:00","08:50:00","","","","","","","",""
"AI","2896","MAA","1    67","32N","J","492","06:00:00","08:50:00","","","","","","","",""
"QP","1823","BLR","1234567","7M8","J","1295","05:55:00","08:50:00","","","","","","","",""
"AI","1862","IXC","      7","32N","J","164","07:50:00","08:55:00","","","","","","","",""
"6E","72","RUH","1234567","32Q","J","1624","01:25:00","08:55:00","","","","","","","",""
"6E","1346","DOH","1234567","32N","J","1302","02:00:00","08:55:00","","","","","","","",""
"AI","122","FCO","12 4 6 ","788","J","1036","20:50:00","08:55:00","","","","","","","",""
"6E","6304","GAU","1234567","32A","J","1260","06:20:00","08:55:00","","","","","","","",""
"","","","","","","","","08:55:00","10:45:00","870","J","738","123 56 ","MCT","242","WY"
"","","","","","","","","08:55:00","10:50:00","1295","J","7M8","1234567","DBR","1405","QP"
"","","","","","","","","08:55:00","10:45:00","324","J","738","   4  7","MCT","242","WY"
"","","","","","","","","09:00:00","11:15:00","984","J","32N","123 567","BOM","2963","AI"
"","","","","","","","","09:00:00","11:15:00","164","J","32N","   4   ","BOM","2963","AI"
"","","","","","","","","09:00:00","10:45:00","1624","J","32Q","1234567","NAG","6443","6E"
"","","","","","","","","09:00:00","10:50:00","185","J","7M8","     6 ","AMD","1805","QP"
"","","","","","","","","09:00:00","10:20:00","777","J","788","  3 5 7","ATQ","421","AI"
"","","","","","","","","09:00:00","11:10:00","232","J","320"," 2     ","IXB","1076","IX"
"","","","","","","","","09:00:00","09:50:00","1302","J","32N","1234567","DED","5298","6E"
"","","","","","","","","09:00:00","11:10:00","1392","J","320","1 34567","IXB","1076","IX"
"","","","","","","","","09:00:00","17:15:00","2359","J","787","1234567","SIN","401","SQ"
"SG","130","CCU","1234567","73H","J","1323","06:35:00","09:00:00","","","","","","","",""
"SG","621","SXR","1234567","73H","J","1323","07:30:00","09:00:00","","","","","","","",""
"","","","","","","","","09:05:00","17:45:00","1540","J","32Q","1234567","SIN","1013","6E"
"EK","510","DXB","1234567","77W","J","2520","03:55:00","09:05:00","","","","","","","",""
"6E","2004","IXL","1234567","32N","J","1302","07:45:00","09:05:00","","","","","","","",""
"IX","1293","STV"," 2 4 6 ","32N","J","558","07:15:00","09:05:00","","","","","","","",""
"IX","1293","STV","1 3 5 7","32N","J","744","07:15:00","09:05:00","","","","","","","",""
"AI","482","HWR","1234567","320","J","1050","07:55:00","09:10:00","","","","","","","",""
"6E","301","BOM","1234567","32Q","J","1540","07:00:00","09:10:00","","","","","","","",""
"VS","300","LHR","     6 ","789","J","258","20:05:00","09:10:00","","","","","","","",""
"VS","300","LHR","12345 7","789","J","1548","20:10:00","09:10:00","","","","","","","",""
"","","","","","","","","09:10:00","11:40:00","696","J","32Q"," 2 4 6 ","IXA","6211","6E"
"","","","","","","","","09:10:00","11:55:00","928","J","32Q","1 3 5 7","IMF","6211","6E"
"","","","","","","","","09:10:00","11:00:00","1302","J","32N","1234567","GAY","2448","6E"
"","","","","","","","","09:15:00","11:10:00","1624","J","32Q","1234567","DGH","6201","6E"
"","","","","","","","","09:15:00","12:05:00","1540","J","32Q","1234567","MAA","940","6E"
"6E","983","AMD","1234567","32Q","J","1624","07:30:00","09:15:00","","","","","","","",""
"AI","2424","BOM"," 2345  ","32N","J","656","07:00:00","09:15:00","","","","","","","",""
"9I","638","BUP"," 2   6 ","AT4","J","96","08:05:00","09:15:00","","","","","","","",""
"AI","2424","BOM","1    67","32N","J","492","07:00:00","09:15:00","","","","","","","",""
"6E","5414","ATQ","1234567","32N","J","1302","08:05:00","09:15:00","","","","","","","",""
"QP","1109","BOM","1234567","7M8","J","1295","07:00:00","09:20:00","","","","","","","",""
"AI","216","KTM","1234567","320","J","1050","07:35:00","09:20:00","","","","","","","",""
"","","","","","","","","09:20:00","11:00:00","1302","J","32N","1234567","IXL","6448","6E"
"SG","2951","DHM"," 234 67","DH4","J","450","07:55:00","09:20:00","","","","","","","",""
"AI","2884","COK","1234567","32N","J","1148","06:00:00","09:20:00","","","","","","","",""
"","","","","","","","","09:20:00","11:30:00","1302","J","32N","1234567","BBI","2296","6E"
"6E","937","MAA","1234567","32Q","J","1540","06:30:00","09:25:00","","","","","","","",""
"IX","1167","LKO","1 3 5 7","7M8","J","176","07:55:00","09:25:00","","","","","","","",""
"9I","804","KUU","      7","AT4","J","48","08:05:00","09:25:00","","","","","","","",""
"IX","1167","LKO","1234567","7M8","J","1056","07:55:00","09:25:00","","","","","","","",""
"IX","2542","BLR","1234567","7M8","J","1134","06:40:00","09:25:00","","","","","","","",""
"","","","","","","","","09:25:00","11:35:00","1120","J","32Q","1234567","AUH","213","EY"
"AI","2500","LKO","1234567","32N","J","1148","08:00:00","09:25:00","","","","","","","",""
"","","","","","","","","09:30:00","12:00:00","1148","J","32N","1234567","BOM","2927","AI"
"6E","891","CCU","1234567","32Q","J","1540","07:00:00","09:30:00","","","","","","","",""
"","","","","","","","","09:30:00","11:50:00","1148","J","32N","1234567","CCU","1791","AI"
"AI","152","ZRH","12 4 6 ","788","J","1036","20:50:00","09:30:00","","","","","","","",""
"6E","7157","PGH","1234567","AT7","J","546","08:30:00","09:30:00","","","","","","","",""
"","","","","","","","","09:30:00","12:25:00","1540","J","32Q","1234567","BLR","826","6E"
"","","","","","","","","09:30:00","12:25:00","984","J","32N","123 567","BLR","2415","AI"
"","","","","","","","","09:30:00","11:55:00","1540","J","32Q","1234567","BOM","6107","6E"
"","","","","","","","","09:30:00","12:25:00","164","J","32N","   4   ","BLR","2415","AI"
"","","","","","","","","09:35:00","13:35:00","480","J","7M8","123 56 ","ADD","689","ET"
"","","","","","","","","09:35:00","12:15:00","1260","J","32A","1234567","AJL","291","6E"
"","","","","","","","","09:35:00","13:35:00","270","J","788","1 3 5  ","ADD","689","ET"
"","","","","","","","","09:35:00","13:35:00","639","J","788"," 2 4  7","ADD","689","ET"
"AI","2720","CCU","1234567","32N","J","1148","07:00:00","09:35:00","","","","","","","",""
"AI","1860","IDR","1234567","32N","J","1260","08:00:00","09:35:00","","","","","","","",""
"","","","","","","","","09:40:00","11:50:00","1134","J","73H","12345 7","PNQ","185","SG"
"AI","1862","IXC","123456 ","32N","J","984","08:30:00","09:40:00","","","","","","","",""
"","","","","","","","","09:40:00","11:45:00","1392","J","32Q","12345 7","PNQ","2132","6E"
"6E","2375","PNQ","12345 7","32Q","J","1392","07:25:00","09:40:00","","","","","","","",""
"IX","1253","VNS","12345 7","32N","J","1116","08:00:00","09:40:00","","","","","","","",""
"","","","","","","","","09:40:00","12:40:00","189","J","73H","     6 ","BLR","188","SG"
"6E","2375","PNQ","     6 ","32Q","J","232","07:25:00","09:40:00","","","","","","","",""
"","","","","","","","","09:40:00","12:10:00","232","J","32Q","     6 ","GOX","2132","6E"
